Year,Name,DOB,Sex,Category,Motivation,Birth Country,Affiliation,Affiliation Place
1993,Douglass C. North,5/11/1920,Male,Economics, for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change ,United States of America,Washington University,"St. Louis, MO, United States of America"
1993,Robert W. Fogel,1/7/1927,Male,Economics, for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change ,United States of America,University of Chicago,"Chicago, IL, United States of America"
1994,John C. Harsanyi,5/29/1920,Male,Economics, for their pioneering analysis of equilibria in the theory of non-cooperative games ,Hungary,University of California,"Berkeley, CA, United States of America"
1994,John F. Nash Jr.,6/13/1928,Male,Economics, for their pioneering analysis of equilibria in the theory of non-cooperative games ,United States of America,Princeton University,"Princeton, NJ, United States of America"
1994,Reinhard Selten,5/10/1930,Male,Economics, for their pioneering analysis of equilibria in the theory of non-cooperative games ,Poland,Rheinische Friedrich-Wilhelms-UniversitâˆšÂ§t,"Bonn, Germany"
1995,Robert E. Lucas Jr.,9/15/1937,Male,Economics," for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy ",United States of America,University of Chicago,"Chicago, IL, United States of America"
1996,James A. Mirrlees,5/7/1936,Male,Economics, for their fundamental contributions to the economic theory of incentives under asymmetric information ,United Kingdom,University of Cambridge,"Cambridge, United Kingdom"
1996,William Vickrey,6/21/1914,Male,Economics, for their fundamental contributions to the economic theory of incentives under asymmetric information ,Canada,Columbia University,"New York, NY, United States of America"
1997,Myron S. Scholes,1/7/1941,Male,Economics, for a new method to determine the value of derivatives ,Canada,Long Term Capital Management,"Greenwich, CT, United States of America"
1997,Robert C. Merton,7/31/1944,Male,Economics, for a new method to determine the value of derivatives ,United States of America,Harvard University,"Cambridge, MA, United States of America"
1998,Amartya Sen,3/11/1933,Male,Economics, for his contributions to welfare economics ,India,University of Cambridge,"Cambridge, United Kingdom"
1999,Robert A. Mundell,10/24/1932,Male,Economics, for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas ,Canada,Columbia University,"New York, NY, United States of America"
2000,Daniel L. McFadden,7/29/1937,Male,Economics, for his development of theory and methods for analyzing discrete choice ,United States of America,University of California,"Berkeley, CA, United States of America"
2000,James J. Heckman,4/19/1944,Male,Economics, for his development of theory and methods for analyzing selective samples ,United States of America,University of Chicago,"Chicago, IL, United States of America"
2001,A. Michael Spence,1/1/1943,Male,Economics, for their analyses of markets with asymmetric information ,United States of America,Stanford University,"Stanford, CA, United States of America"
2001,George A. Akerlof,6/17/1940,Male,Economics, for their analyses of markets with asymmetric information ,United States of America,University of California,"Berkeley, CA, United States of America"
2001,Joseph E. Stiglitz,9/2/1943,Male,Economics, for their analyses of markets with asymmetric information ,United States of America,Columbia University,"New York, NY, United States of America"
2002,Daniel Kahneman,5/3/1934,Male,Economics," for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty ",Israel,Princeton University,"Princeton, NJ, United States of America"
2002,Vernon L. Smith,1/1/1927,Male,Economics," for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms ",United States of America,George Mason University,"Fairfax, VA, United States of America"
2003,Clive W.J. Granger,4/9/1934,Male,Economics, for methods of analyzing economic time series with common trends (cointegration) ,United Kingdom,University of California,"San Diego, CA, United States of America"
2003,Robert F. Engle III,10/11/1942,Male,Economics, for methods of analyzing economic time series with time-varying volatility (ARCH) ,United States of America,New York University,"New York, NY, United States of America"
2004,Edward C. Prescott,12/26/1940,Male,Economics, for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles ,United States of America,Arizona State University,"Tempe, AZ, United States of America"
2004,Finn E. Kydland,1/12/1943,Male,Economics, for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles ,Norway,Carnegie Mellon University,"Pittsburgh, PA, United States of America"
2005,Robert J. Aumann,8/6/1930,Male,Economics, for having enhanced our understanding of conflict and cooperation through game-theory analysis ,Germany,"University of Jerusalem, Center for Rationality","Jerusalem, Israel"
2005,Thomas C. Schelling,4/14/1921,Male,Economics, for having enhanced our understanding of conflict and cooperation through game-theory analysis ,United States of America,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD, United States of America"
2006,Edmund S. Phelps,7/26/1933,Male,Economics, for his analysis of intertemporal tradeoffs in macroeconomic policy ,United States of America,Columbia University,"New York, NY, United States of America"
2007,Eric S. Maskin,12/12/1950,Male,Economics, for having laid the foundations of mechanism design theory ,United States of America,Institute for Advanced Study,"Princeton, NJ, United States of America"
2007,Leonid Hurwicz,8/21/1917,Male,Economics, for having laid the foundations of mechanism design theory ,Russia,University of Minnesota,"Minneapolis, MN, United States of America"
2007,Roger B. Myerson,3/29/1951,Male,Economics, for having laid the foundations of mechanism design theory ,United States of America,University of Chicago,"Chicago, IL, United States of America"
2008,Paul Krugman,2/28/1953,Male,Economics, for his analysis of trade patterns and location of economic activity ,United States of America,Princeton University,"Princeton, NJ, United States of America"
2009,Elinor Ostrom,7/8/1933,Female,Economics," for her analysis of economic governance, especially the commons ",United States of America,Indiana University,"Bloomington, IN, United States of America"
2009,Oliver E. Williamson,9/27/1932,Male,Economics," for his analysis of economic governance, especially the boundaries of the firm ",United States of America,University of California,"Berkeley, CA, United States of America"
2010,Christopher A. Pissarides,2/20/1948,Male,Economics, for their analysis of markets with search frictions ,Cyprus,London School of Economics and Political Science,"London, United Kingdom"
2010,Dale T. Mortensen,2/2/1939,Male,Economics, for their analysis of markets with search frictions ,United States of America,Northwestern University,"Evanston, IL, United States of America"
2010,Peter A. Diamond,4/29/1940,Male,Economics, for their analysis of markets with search frictions ,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2011,Christopher A. Sims,10/21/1942,Male,Economics, for their empirical research on cause and effect in the macroeconomy ,United States of America,Princeton University,"Princeton, NJ, United States of America"
2011,Thomas J. Sargent,7/19/1943,Male,Economics, for their empirical research on cause and effect in the macroeconomy ,United States of America,New York University,"New York, NY, United States of America"
2012,Alvin E. Roth,12/18/1951,Male,Economics, for the theory of stable allocations and the practice of market design ,United States of America,Harvard University,"Cambridge, MA, United States of America"
2012,Lloyd S. Shapley,2/6/1923,Male,Economics, for the theory of stable allocations and the practice of market design ,United States of America,University of California,"Los Angeles, CA, United States of America"
2013,Eugene F. Fama,2/14/1939,Male,Economics, for their empirical analysis of asset prices ,United States of America,University of Chicago,"Chicago, IL, United States of America"
2013,Lars Peter Hansen,10/26/1952,Male,Economics, for their empirical analysis of asset prices ,United States of America,University of Chicago,"Chicago, IL, United States of America"
2013,Robert J. Shiller,3/29/1946,Male,Economics, for their empirical analysis of asset prices ,United States of America,Yale University,"New Haven, CT, United States of America"
2014,Jean Tirole,9/8/1953,Male,Economics, for his analysis of market power and regulation ,France,Toulouse School of Economics (TSE),"Toulouse, France"
2015,Angus Deaton,10/19/1945,Male,Economics," for his analysis of consumption, poverty, and welfare ",United Kingdom,Princeton University,"Princeton, NJ, United States of America"
2016,Bengt Holmstrâˆšâˆ‚m,4/18/1949,Male,Economics, for their contributions to contract theory ,Finland,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2016,Oliver Hart,9/10/1948,Male,Economics, for their contributions to contract theory ,United Kingdom,Harvard University,"Cambridge, MA, United States of America"
2017,Richard H. Thaler,12/9/1945,Male,Economics, for his contributions to behavioural economics ,United States of America,University of Chicago,"Chicago, IL, United States of America"
2018,Paul M. Romer,6/11/1955,Male,Economics, for integrating technological innovations into long-run macroeconomic analysis ,United States of America,New York University,"New York, NY, United States of America"
2018,William D. Nordhaus,5/31/1941,Male,Economics, for integrating climate change into long-run macroeconomic analysis ,United States of America,Yale University,"New Haven, CT, United States of America"
2019,Abhijit Banerjee,2/21/1961,Male,Economics, for their experimental approach to alleviating global poverty ,India,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2019,Esther Duflo,10/25/1972,Female,Economics, for their experimental approach to alleviating global poverty ,France,Massachusetts Institute of Technology (MIT),"Cambridge, MA, United States of America"
2019,Michael Kremer,12/11/1964,Male,Economics, for their experimental approach to alleviating global poverty ,United States of America,Harvard University,"Cambridge, MA, United States of America"
2020,Paul R. Milgrom,4/20/1948,Male,Economics, for improvements to auction theory and inventions of new auction formats ,United States of America,Stanford University,"Stanford, CA, United States of America"
2020,Robert B. Wilson,5/16/1937,Male,Economics, for improvements to auction theory and inventions of new auction formats ,United States of America,Stanford University,"Stanford, CA, United States of America"
2021,David Card,1956,Male,Economics,for his empirical contributions to labour economics,Canada,University of California,"Berkeley, CA, USA"
2021,Joshua D. Angrist,9/18/1960,Male,Economics,for their methodological contributions to the analysis of causal relationships,United States of America,Massachusetts Institute of Technology (MIT),"Cambridge, MA, USA"
2021,Guido W. Imbens,3/9/1963,Male,Economics,for their methodological contributions to the analysis of causal relationships,Netherlands,Stanford University,"Stanford, CA, USA"
1901,Sully Prudhomme,1839/03/16,Male,Literature," in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect ",France,,
1902,Christian Matthias Theodor Mommsen,1817/11/30,Male,Literature," the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I> ",Germany,,
1903,Bjâˆšâˆrnstjerne Martinus Bjâˆšâˆrnson,1832/12/08,Male,Literature," as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit ",Norway,,
1904,FrâˆšÂ©dâˆšÂ©ric Mistral,1830/09/08,Male,Literature," in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist ",France,,
1904,JosâˆšÂ© Echegaray y Eizaguirre,1832/04/19,Male,Literature," in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama ",Spain,,
1905,Henryk Sienkiewicz,1846/05/05,Male,Literature, because of his outstanding merits as an epic writer ,Poland,,
1906,GiosuâˆšÂ® Carducci,1835/07/27,Male,Literature," not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces ",Italy,,
1907,Rudyard Kipling,1865/12/30,Male,Literature," in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author ",India,,
1908,Rudolf Christoph Eucken,1846/01/05,Male,Literature," in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life ",Germany,,
1909,Selma Ottilia Lovisa Lagerlâˆšâˆ‚f,1858/11/20,Female,Literature," in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings ",Sweden,,
1910,Paul Johann Ludwig Heyse,1830/03/15,Male,Literature," as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories ",Germany,,
1911,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,1862/08/29,Male,Literature," in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations ",Belgium,,
1912,Gerhart Johann Robert Hauptmann,1862/11/15,Male,Literature," primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art ",Germany,,
1913,Rabindranath Tagore,1861/05/07,Male,Literature," because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West ",India,,
1915,Romain Rolland,1866/01/29,Male,Literature, as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings ,France,,
1916,Carl Gustaf Verner von Heidenstam,1859/07/06,Male,Literature, in recognition of his significance as the leading representative of a new era in our literature ,Sweden,,
1917,Henrik Pontoppidan,1857/07/24,Male,Literature, for his authentic descriptions of present-day life in Denmark ,Denmark,,
1917,Karl Adolph Gjellerup,1857/06/02,Male,Literature," for his varied and rich poetry, which is inspired by lofty ideals ",Denmark,,
1919,Carl Friedrich Georg Spitteler,1845/04/24,Male,Literature," in special appreciation of his epic, <I>Olympian Spring</I> ",Switzerland,,
1920,Knut Pedersen Hamsun,1859/08/04,Male,Literature," for his monumental work, <I>Growth of the Soil</I> ",Norway,,
1921,Anatole France,1844/04/16,Male,Literature," in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament ",France,,
1922,Jacinto Benavente,1866/08/12,Male,Literature, for the happy manner in which he has continued the illustrious traditions of the Spanish drama ,Spain,,
1923,William Butler Yeats,1865/06/13,Male,Literature," for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation ",Ireland,,
1924,Wladyslaw Stanislaw Reymont,1867/05/07,Male,Literature," for his great national epic, <I>The Peasants</I> ",Poland,,
1925,George Bernard Shaw,1856/07/26,Male,Literature," for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty ",Ireland,,
1926,Grazia Deledda,1871/09/27,Female,Literature, for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general ,Italy,,
1927,Henri Bergson,1859/10/18,Male,Literature, in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented ,France,,
1928,Sigrid Undset,1882/05/20,Female,Literature, principally for her powerful descriptions of Northern life during the Middle Ages ,Denmark,,
1929,Thomas Mann,1875/06/06,Male,Literature," principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature ",Germany,,
1930,Sinclair Lewis,1885/02/07,Male,Literature," for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters ",United States of America,,
1931,Erik Axel Karlfeldt,1864/07/20,Male,Literature, The poetry of Erik Axel Karlfeldt ,Sweden,,
1932,John Galsworthy,1867/08/14,Male,Literature, for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I> ,United Kingdom,,
1933,Ivan Alekseyevich Bunin,1870/10/22,Male,Literature, for the strict artistry with which he has carried on the classical Russian traditions in prose writing ,Russia,,
1934,Luigi Pirandello,1867/06/28,Male,Literature, for his bold and ingenious revival of dramatic and scenic art ,Italy,,
1936,Eugene Gladstone O'Neill,1888/10/16,Male,Literature," for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy ",United States of America,,
1937,Roger Martin du Gard,1881/03/23,Male,Literature, for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I> ,France,,
1938,Pearl Buck,1892/06/26,Female,Literature, for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces ,United States of America,,
1939,Frans Eemil SillanpâˆšÂ§âˆšÂ§,1888/09/16,Male,Literature, for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature ,Finland,,
1944,Johannes Vilhelm Jensen,1873/01/20,Male,Literature," for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style ",Denmark,,
1945,Gabriela Mistral,1889/04/07,Female,Literature," for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world ",Chile,,
1946,Hermann Hesse,1877/07/02,Male,Literature," for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style ",Germany,,
1947,AndrâˆšÂ© Paul Guillaume Gide,1869/11/22,Male,Literature," for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight ",France,,
1948,Thomas Stearns Eliot,1888/09/26,Male,Literature," for his outstanding, pioneer contribution to present-day poetry ",United States of America,,
1949,William Faulkner,1897/09/25,Male,Literature, for his powerful and artistically unique contribution to the modern American novel ,United States of America,,
1950,Earl (Bertrand Arthur William) Russell,1872/05/18,Male,Literature, in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought ,United Kingdom,,
1951,PâˆšÂ§r Fabian Lagerkvist,1891/05/23,Male,Literature, for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind ,Sweden,,
1952,FranâˆšÃŸois Mauriac,1885/10/11,Male,Literature, for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life ,France,,
1953,Sir Winston Leonard Spencer Churchill,1874/11/30,Male,Literature, for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values ,United Kingdom,,
1954,Ernest Miller Hemingway,1899/07/21,Male,Literature," for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style ",United States of America,,
1955,Halldâˆšâ‰¥r Kiljan Laxness,4/23/1902,Male,Literature, for his vivid epic power which has renewed the great narrative art of Iceland ,Iceland,,
1956,Juan Ramâˆšâ‰¥n JimâˆšÂ©nez,1881/12/24,Male,Literature," for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity ",Spain,,
1957,Albert Camus,7/11/1913,Male,Literature," for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times ",Algeria,,
1958,Boris Leonidovich Pasternak,1890/02/10,Male,Literature, for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition ,Russia,,
1959,Salvatore Quasimodo,8/20/1901,Male,Literature," for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times ",Italy,,
1960,Saint-John Perse,1887/05/31,Male,Literature, for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time ,Guadeloupe Island,,
1961,Ivo Andric,1892/10/10,Male,Literature, for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country ,Bosnia and Herzegovina,,
1962,John Steinbeck,2/27/1902,Male,Literature," for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception ",United States of America,,
1963,Giorgos Seferis,3/13/1900,Male,Literature," for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture ",Turkey,,
1964,Jean-Paul Sartre,6/21/1905,Male,Literature," for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age ",France,,
1965,Mikhail Aleksandrovich Sholokhov,5/24/1905,Male,Literature," for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people ",Russia,,
1966,Nelly Sachs,1891/12/10,Female,Literature," for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength ",Germany,,
1966,Shmuel Yosef Agnon,1888/07/17,Male,Literature, for his profoundly characteristic narrative art with motifs from the life of the Jewish people ,Ukraine,,
1967,Miguel Angel Asturias,1899/10/19,Male,Literature," for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America ",Guatemala,,
1968,Yasunari Kawabata,1899/06/11,Male,Literature," for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind ",Japan,,
1969,Samuel Beckett,4/13/1906,Male,Literature," for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation ",Ireland,,
1970,Aleksandr Isayevich Solzhenitsyn,11/12/1918,Male,Literature, for the ethical force with which he has pursued the indispensable traditions of Russian literature ,Russia,,
1971,Pablo Neruda,12/7/1904,Male,Literature, for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams ,Chile,,
1972,Heinrich Bâˆšâˆ‚ll,12/21/1917,Male,Literature, for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature ,Germany,,
1973,Patrick White,5/28/1912,Male,Literature, for an epic and psychological narrative art which has introduced a new continent into literature ,United Kingdom,,
1974,Eyvind Johnson,7/29/1900,Male,Literature," for a narrative art, far-seeing in lands and ages, in the service of freedom ",Sweden,,
1974,Harry Martinson,6/5/1904,Male,Literature, for writings that catch the dewdrop and reflect the cosmos ,Sweden,,
1975,Eugenio Montale,1896/10/12,Male,Literature," for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions ",Italy,,
1976,Saul Bellow,10/6/1915,Male,Literature, for the human understanding and subtle analysis of contemporary culture that are combined in his work ,Canada,,
1977,Vicente Aleixandre,1898/04/26,Male,Literature," for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars ",Spain,,
1978,Isaac Bashevis Singer,7/14/1904,Male,Literature," for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life ",Poland,,
1979,Odysseus Elytis,2/11/1911,Male,Literature," for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness ",Greece,,
1980,Czeslaw Milosz,6/30/1911,Male,Literature, who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts ,Lithuania,,
1981,Elias Canetti,7/25/1905,Male,Literature," for writings marked by a broad outlook, a wealth of ideas and artistic power ",Bulgaria,,
1982,Gabriel Garcâˆšâ‰ a MâˆšÂ°rquez,6/3/1927,Male,Literature," for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts ",Colombia,,
1983,William Golding,9/19/1911,Male,Literature," for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today ",United Kingdom,,
1984,Jaroslav Seifert,9/23/1901,Male,Literature," for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man ",Czech Republic,,
1985,Claude Simon,10/10/1913,Male,Literature, who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition ,Madagascar,,
1986,Wole Soyinka,7/13/1934,Male,Literature, who in a wide cultural perspective and with poetic overtones fashions the drama of existence ,Nigeria,,
1987,Joseph Brodsky,5/24/1940,Male,Literature," for an all-embracing authorship, imbued with clarity of thought and poetic intensity ",Russia,,
1988,Naguib Mahfouz,11/12/1911,Male,Literature," who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind ",Egypt,,
1989,Camilo JosâˆšÂ© Cela,11/5/1916,Male,Literature," for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability ",Spain,,
1990,Octavio Paz,3/31/1914,Male,Literature," for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity ",Mexico,,
1991,Nadine Gordimer,11/20/1923,Female,Literature, who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity ,South Africa,,
1992,Derek Walcott,1/23/1930,Male,Literature," for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment ",Saint Lucia,,
1993,Toni Morrison,2/18/1931,Female,Literature," who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality ",United States of America,,
1994,Kenzaburo Oe,1/31/1935,Male,Literature," who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today ",Japan,,
1995,Seamus Heaney,4/13/1939,Male,Literature," for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past ",United Kingdom,,
1996,Wislawa Szymborska,2/7/1923,Female,Literature, for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality ,Poland,,
1997,Dario Fo,3/24/1926,Male,Literature, who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden ,Italy,,
1998,JosâˆšÂ© Saramago,11/16/1922,Male,Literature," who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality ",Portugal,,
1999,GâˆšÂºnter Grass,10/16/1927,Male,Literature, whose frolicsome black fables portray the forgotten face of history ,Poland,,
2000,Gao Xingjian,4/1/1940,Male,Literature," for an âˆšÂ¶uvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama ",China,,
2001,Sir Vidiadhar Surajprasad Naipaul,8/17/1932,Male,Literature, for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories ,Trinidad,,
2002,Imre KertâˆšÂ©sz,9/11/1929,Male,Literature, for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history ,Hungary,,
2003,John M. Coetzee,9/2/1940,Male,Literature, who in innumerable guises portrays the surprising involvement of the outsider ,South Africa,,
2004,Elfriede Jelinek,10/20/1946,Female,Literature, for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power ,Austria,,
2005,Harold Pinter,10/10/1930,Male,Literature, who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms ,United Kingdom,,
2006,Orhan Pamuk,7/6/1952,Male,Literature, who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures ,Turkey,,
2007,Doris Lessing,10/22/1919,Female,Literature," that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny ",Iran,,
2008,Jean-Marie Gustave Le ClâˆšÂ©zio,4/13/1940,Male,Literature," author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization ",France,,
2009,Herta MâˆšÂºller,8/17/1953,Female,Literature," who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed ",Romania,,
2010,Mario Vargas Llosa,3/28/1936,Male,Literature," for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat ",Peru,,
2011,Tomas Transtrâˆšâˆ‚mer,4/15/1931,Male,Literature," because, through his condensed, translucent images, he gives us fresh access to reality ",Sweden,,
2012,Mo Yan,2/2/1955,Male,Literature," who with hallucinatory realism merges folk tales, history and the contemporary ",China,,
2013,Alice Munro,10/7/1931,Female,Literature, master of the contemporary short story ,Canada,,
2014,Patrick Modiano,7/30/1945,Male,Literature, for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation ,France,,
2015,Svetlana Alexievich,5/31/1948,Female,Literature," for her polyphonic writings, a monument to suffering and courage in our time ",Ukraine,,
2016,Bob Dylan,5/24/1941,Male,Literature, for having created new poetic expressions within the great American song tradition ,United States of America,,
2017,Kazuo Ishiguro,8/11/1954,Male,Literature," who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world ",Japan,,
2018,Olga Tokarczuk,1/29/1962,Female,Literature, for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life ,Poland,,
2019,Peter Handke,6/12/1942,Male,Literature, for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience ,Austria,,
2020,Louise GlâˆšÂºck,4/22/1943,Female,Literature, for her unmistakable poetic voice that with austere beauty makes individual existence universal ,United States of America,,
2021,Abdulrazak Gurnah,12/20/1948,Male,Literature,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents.,Â Sultanate of ZanzibarÂ (Moved to United Kingdom),,
1901,Emil Adolf von Behring,1854/03/15,Male,Medicine," for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths ",Poland,Marburg University,"Marburg, Germany"
1902,Ronald Ross,1857/05/13,Male,Medicine," for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it ",India,University College London,"Liverpool, United Kingdom"
1903,Niels Ryberg Finsen,1860/12/15,Male,Medicine," in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science ",Denmark,Finsen Medical Light Institute,"Copenhagen, Denmark"
1904,Ivan Petrovich Pavlov,1849/09/14,Male,Medicine," in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged ",Russia,Military Medical Academy,"St. Petersburg, Russia"
1905,Robert Koch,1843/12/11,Male,Medicine, for his investigations and discoveries in relation to tuberculosis ,Germany,Institute for Infectious Diseases,"Berlin, Germany"
